Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
LSI,RandomBaseline03,Named lecture,Events_50,0.3528575,0.078583494,0.16789381,0.4135334,0.09500393,0.23926821,0.20995702,0.07991868,0.35068467,0.5026239,0.6662276,0.18330641,0.26257998,0.5037781,0.21442503,0.4428735,0.55847186,0.03962575,0.32642528,0.21704979,0.64483386,0.4246869,0.17775565,0.2763214,0.08221925,0.4765811,0.11984156
LSI,RandomBaseline03,Pete Lawrence,Events_50,0.6789142,0.08994341,0.21944444,0.6359624,0.24445173,0.69912636,0.47858858,0.30973136,0.4988423,0.43773082,0.3140985,0.23479433,0.33559865,0.4492626,0.17959511,0.21892133,0.5017549,0.25759494,0.4854401,0.38615513,0.41913167,0.52854615,0.42235783,0.30145723,0.2994207,0.40169096,0.2799935
LSI,RandomBaseline03,Solomon curve,Events_50,0.20926508,0.08336436,0.26842847,0.22186035,0.28137505,0.20100042,0.2162465,0.4429999,0.25332293,0.28973064,0.15727171,0.35975632,0.19585864,0.21314722,0.13724416,0.22895305,0.23702952,0.25633726,0.31420696,0.15200263,0.23950613,0.3342722,0.25879976,0.8703322,0.09694549,0.21395805,0.38240007
LSI,RandomBaseline03,The Fifth Column Podcast,Events_50,0.06719211,0.012847491,0.09655727,0.068971306,0.056486264,0.058855392,0.1329143,0.088702485,0.4088273,0.069279216,0.030782528,0.023733348,0.08091302,0.09533785,0.11347547,0.030367851,0.14303412,0.96651876,0.05966109,0.07920044,0.05567493,0.09750158,0.09172407,0.043732785,0.040530667,0.114651375,0.060253736
LSI,RandomBaseline03,This Is It (concert residency),Events_50,0.33325383,0.07265727,0.14046274,0.34588635,0.181157,0.33396977,0.57198167,0.77554417,0.3386692,0.40064114,0.26906002,0.17129964,0.3691912,0.27473837,0.30308008,0.14271648,0.4132619,0.28256702,0.26938668,0.2925787,0.27934605,0.3511635,0.3064372,0.1530736,0.3834727,0.30854818,0.25414556
LSI,RandomBaseline03,Tonto Basin (novel),Events_50,0.33497337,0.06866455,0.19390157,0.31296617,0.14277685,0.25182474,0.3312755,0.16351518,0.3018075,0.4253075,0.8219354,0.16120626,0.22064102,0.40117902,0.32624763,0.85791945,0.46960956,0.11446941,0.5205838,0.13789003,0.41616115,0.35805315,0.28136253,0.12551492,0.12436969,0.3701745,0.24062546
LSI,RandomBaseline03,Tragedy (event),Events_50,0.4168894,0.07542707,0.1707315,0.2683503,0.13265295,0.23806466,0.2630893,0.1254146,0.41137236,0.8676652,0.31156743,0.22553535,0.3488277,0.46595204,0.14262173,0.14478168,0.46509284,0.17807804,0.37500742,0.48466837,0.35173038,0.35256112,0.37138897,0.1519716,0.12786263,0.3882318,0.1741539
LSI,RandomBaseline03,UFC Fight Night: Blaydes vs. Ngannou 2,Events_50,0.7842404,0.07199889,0.11946696,0.80613506,0.16335839,0.72246414,0.3655696,0.14353862,0.23568228,0.3791871,0.26767504,0.15662427,0.13061857,0.33504888,0.14303249,0.1448271,0.23386821,0.17759764,0.26288852,0.13294163,0.37792,0.35545427,0.41315255,0.11414333,0.34629598,0.30864316,0.17428106
LSI,RandomBaseline03,When Technology Fails,Events_50,0.44235757,0.04491738,0.14309338,0.2738531,0.16612844,0.7542964,0.27723384,0.18489671,0.65347946,0.2501713,0.26647383,0.14920488,0.2326223,0.19633263,0.14579868,0.29451296,0.3548591,0.3206172,0.269691,0.20844202,0.18947315,0.24046394,0.2825517,0.15217333,0.10316141,0.18228662,0.18595597
LSI,RandomBaseline03,World news,Events_50,0.043894693,0.0025354847,0.08343292,0.05772245,0.042997316,0.05320216,0.09646301,0.05518274,0.21806233,0.04835878,0.042268317,0.022802532,0.03726834,0.044069987,0.06354652,0.033058837,0.13351446,0.9931631,0.055574663,0.018844504,0.03666143,0.07078769,0.09220792,0.027182132,0.026941031,0.11783434,0.055597916
LSI,RandomBaseline03,Antinutrient,Health_50,0.14872618,0.6118461,0.090216644,0.23403408,0.08021794,0.13553388,0.1252389,0.14866866,0.17428122,0.3533725,0.18506767,0.32666335,0.11794122,0.19152214,0.12270877,0.26946008,0.21117814,0.043838352,0.7496301,0.089733005,0.29921,0.21046293,0.270939,0.11549095,0.062011987,0.16141783,0.229453
LSI,RandomBaseline03,Asbestos and the law (United States),Health_50,0.21449175,0.0815826,0.18554853,0.35072532,0.17084646,0.20759198,0.22183216,0.35991392,0.4450019,0.33290187,0.2941425,0.2067636,0.25517923,0.23365283,0.13290268,0.20600784,0.78375006,0.16612628,0.70046854,0.2703565,0.25299487,0.34003532,0.7637535,0.12864779,0.19591834,0.48747444,0.24584582
LSI,RandomBaseline03,Audacious Inquiry,Health_50,0.11447103,0.037170827,0.087944426,0.18162587,0.14903297,0.085823044,0.1390165,0.35564446,0.30233017,0.20122351,0.19667931,0.11182196,0.11626226,0.12883615,0.08355313,0.24663728,0.34123376,0.069013834,0.8154403,0.10994952,0.101140976,0.25462827,0.8176769,0.09983809,0.1209005,0.23725994,0.23747802
LSI,RandomBaseline03,Biorisk,Health_50,0.11239295,0.042090535,0.16819547,0.15887803,0.11529417,0.090564705,0.12510848,0.122521,0.8409451,0.2984177,0.4754086,0.086159214,0.18903448,0.25020072,0.10197106,0.12819028,0.2675389,0.086108714,0.24039611,0.0722536,0.22857162,0.18035734,0.3582042,0.20047536,0.0738927,0.26707637,0.19737682
LSI,RandomBaseline03,Breastfeeding and medications,Health_50,0.15561633,0.049678944,0.07828345,0.15882385,0.17431243,0.082691535,0.13921365,0.1995646,0.6126459,0.28057232,0.67608774,0.11941082,0.17568776,0.19145288,0.16123553,0.715973,0.39082986,0.04748246,0.76724774,0.104009315,0.26000127,0.24476181,0.4427172,0.08168073,0.07632416,0.21402445,0.13732088
LSI,RandomBaseline03,Cambridge Pulmonary Hypertension Outcome Review,Health_50,0.23676717,0.04765281,0.26564908,0.2071304,0.3204177,0.19375923,0.21524441,0.24240576,0.5723749,0.4148515,0.43482918,0.17790295,0.2873847,0.2403599,0.14184672,0.33500665,0.54349846,0.12537819,0.84117675,0.250705,0.23776183,0.27138984,0.53438264,0.21658462,0.099069506,0.44531992,0.21481273
LSI,RandomBaseline03,Cannabis and religion,Health_50,0.32613844,0.19954658,0.12239634,0.29548302,0.09941662,0.18484789,0.16946962,0.110829964,0.25274986,0.4878351,0.28762722,0.19010045,0.13284096,0.9134126,0.10391647,0.1305027,0.37268442,0.06607706,0.37995228,0.14763373,0.35405415,0.26186568,0.33510137,0.103648394,0.07533405,0.45308298,0.18007985
LSI,RandomBaseline03,Childbirth positions,Health_50,0.30517942,0.073526084,0.1865133,0.33513832,0.14103751,0.23137707,0.22897255,0.17560363,0.36980435,0.44584617,0.6823752,0.1714027,0.3697183,0.3498977,0.16875076,0.56638366,0.32094726,0.08434372,0.8599441,0.12536287,0.24969088,0.45182067,0.40574795,0.13926822,0.110108145,0.24858958,0.2060658
LSI,RandomBaseline03,Cuban medical internationalism,Health_50,0.11870543,0.029518653,0.07670057,0.18917347,0.0865582,0.11374894,0.13966912,0.1459945,0.28413692,0.20439678,0.2707461,0.092902996,0.12465721,0.12669724,0.10396905,0.22324362,0.36446476,0.07316971,0.48248565,0.18881702,0.103129044,0.2657235,0.9903623,0.08464849,0.09488061,0.32908514,0.10657552
LSI,RandomBaseline03,Dance and health,Health_50,0.3582941,0.08149322,0.210924,0.35492945,0.14735784,0.3727601,0.30422178,0.2621886,0.3529135,0.4584031,0.4984401,0.19770557,0.27060008,0.32155088,0.21509701,0.4879652,0.40777916,0.08816983,0.85063016,0.43034574,0.2676615,0.54300976,0.6557271,0.16939603,0.18325287,0.28317958,0.19503705
LSI,RandomBaseline03,Dry cleaning,Health_50,0.11449854,0.9776629,0.13316703,0.16321576,0.078161374,0.12670183,0.14827421,0.16562825,0.13496827,0.1765701,0.10893612,0.25462753,0.11532059,0.12513052,0.07481852,0.15586251,0.18433937,0.052752927,0.14690308,0.061517775,0.12309684,0.13901271,0.12287466,0.1528714,0.0865697,0.1356689,0.19753808
LSI,RandomBaseline03,Edematous areola,Health_50,0.14375967,0.06252643,0.12319483,0.13742,0.061032236,0.08249214,0.10485427,0.14802624,0.15743104,0.1258092,0.72830784,0.13851449,0.069132455,0.09738654,0.18192326,0.9773035,0.17119491,0.023731,0.5606294,0.04672084,0.099514924,0.17627901,0.20690823,0.07971524,0.056454737,0.10515903,0.07525733
LSI,RandomBaseline03,Ethnic bioweapon,Health_50,0.27894133,0.061274342,0.1852003,0.28577498,0.18298122,0.22438607,0.2732982,0.29931614,0.45701233,0.4985881,0.2755151,0.22022986,0.28141767,0.33986968,0.21332265,0.30004847,0.557707,0.5329847,0.6765009,0.40148836,0.28072003,0.5247768,0.70233107,0.21622133,0.15408738,0.4273285,0.24847154
LSI,RandomBaseline03,European Society for Clinical Nutrition and Metabolism,Health_50,0.3107387,0.06292652,0.24535717,0.32928443,0.24051571,0.27180406,0.29738027,0.59843516,0.5313048,0.48773396,0.32282344,0.29348752,0.4550759,0.3377841,0.2190994,0.35337546,0.53074884,0.2624598,0.52657115,0.29880142,0.60441285,0.4681773,0.6280819,0.22706102,0.22018632,0.43318707,0.29608282
LSI,RandomBaseline03,Glycemic load,Health_50,0.22292504,0.16057187,0.43013927,0.27323326,0.14203557,0.12833317,0.17749369,0.28600514,0.25505996,0.35369244,0.5131465,0.3596915,0.14768949,0.230512,0.30404443,0.7010814,0.26154906,0.039133295,0.80433095,0.1244861,0.26364487,0.24761719,0.29348654,0.24168965,0.09141607,0.22700132,0.23868716
LSI,RandomBaseline03,Health Equity Impact Analysis,Health_50,0.13162605,0.061190378,0.06897588,0.17708632,0.17993361,0.12082538,0.15037253,0.36816984,0.31342256,0.21313593,0.13271347,0.13697723,0.16028099,0.1391324,0.073995605,0.13490707,0.28107214,0.07782482,0.6981895,0.15100434,0.06980155,0.1897601,0.8744191,0.15530463,0.11009963,0.21431296,0.24161991
LSI,RandomBaseline03,Health effects of tea,Health_50,0.18330914,0.42614633,0.18922724,0.35344964,0.14047031,0.13629518,0.17549682,0.2991336,0.23644695,0.41048783,0.27829552,0.472763,0.1483805,0.19347456,0.1346295,0.32393658,0.32503015,0.118367806,0.8069852,0.08734068,0.20163381,0.26000157,0.5355675,0.13153926,0.117977634,0.24960633,0.24028751
LSI,RandomBaseline03,Health regions of Canada,Health_50,0.06995599,0.023852963,0.07954118,0.1289102,0.07522857,0.050885096,0.09512828,0.16527726,0.21259427,0.15230554,0.1515879,0.07058026,0.078656614,0.08138141,0.061973415,0.14948142,0.26933274,0.0677733,0.7968289,0.071298674,0.055139877,0.14755353,0.8167128,0.072025456,0.077609554,0.22846797,0.11148938
LSI,RandomBaseline03,Health services research,Health_50,0.12373354,0.039864123,0.106874235,0.18862313,0.14775139,0.09361988,0.14660968,0.35879794,0.31250796,0.23931693,0.22046255,0.12171645,0.14256504,0.13612323,0.10743171,0.29915208,0.33385777,0.06789875,0.83602005,0.12121544,0.15157177,0.22733597,0.8029568,0.10299357,0.09758846,0.2502955,0.26778674
LSI,RandomBaseline03,Healthcare Effectiveness Data and Information Set,Health_50,0.19944549,0.05551221,0.1785112,0.2490999,0.25089812,0.18971732,0.21728183,0.64034986,0.42621636,0.27121538,0.21457696,0.16879277,0.20748948,0.18266556,0.13269483,0.24833673,0.40327883,0.2564334,0.6716621,0.23107977,0.1937549,0.2944966,0.70263803,0.16458829,0.117747515,0.28423542,0.5333642
LSI,RandomBaseline03,Hydrocolpos,Health_50,0.10295645,0.06456065,0.2639967,0.086834416,0.051731247,0.09666143,0.37946898,0.035574526,0.12352445,0.17605947,0.24014732,0.22354767,0.059016258,0.10874215,0.10927889,0.29894495,0.12804982,0.006262004375457764,0.83347267,0.02636664,0.053847827,0.14796615,0.19708237,0.11529156,0.048527878,0.15669122,0.045826837
LSI,RandomBaseline03,Infant and toddler safety,Health_50,0.35834023,0.074990705,0.14660977,0.2809881,0.142048,0.2639478,0.25725332,0.15989017,0.33661386,0.6734081,0.38174284,0.20887604,0.46672463,0.35442746,0.16246383,0.24765699,0.43116757,0.09158734,0.71507263,0.5565487,0.39396644,0.46494654,0.5047242,0.1721277,0.15475237,0.30599985,0.17559291
LSI,RandomBaseline03,Innovative Vector Control Consortium,Health_50,0.242094,0.07162932,0.20440899,0.23450416,0.19615397,0.1934275,0.21112922,0.34346956,0.3173041,0.35219872,0.25032362,0.15839079,0.31195298,0.28863263,0.09105103,0.25372946,0.46645394,0.08767772,0.71983916,0.7215118,0.18111674,0.47461233,0.5083691,0.34105957,0.14503244,0.26220477,0.28452867
LSI,RandomBaseline03,Inverse care law,Health_50,0.12050448,0.043876663,0.0835516,0.2026775,0.12737973,0.07898337,0.15374443,0.42411405,0.28192076,0.3433439,0.15294789,0.24820644,0.14681776,0.21122165,0.09219255,0.17111085,0.297446,0.05730001,0.7478565,0.08343239,0.22925708,0.2705446,0.79659724,0.11583793,0.09618453,0.2183207,0.14047608
LSI,RandomBaseline03,John Boyd Orr,Health_50,0.39673942,0.087195784,0.17785609,0.4229559,0.18165693,0.31910875,0.2972589,0.32826617,0.36952966,0.39169392,0.45130348,0.21713558,0.35197663,0.36161214,0.20024393,0.40190873,0.4839637,0.13681962,0.5950029,0.7877677,0.33937094,0.48944855,0.53994864,0.18770498,0.15909249,0.38383156,0.3091282
LSI,RandomBaseline03,Laboratory information management system,Health_50,0.14704588,0.07911399,0.1768375,0.23735002,0.27975205,0.14543252,0.20462891,0.8957325,0.33413312,0.24028674,0.116988465,0.20693219,0.20934308,0.16428354,0.10097021,0.1767601,0.25750867,0.10433562,0.25313777,0.14022699,0.19657825,0.26303247,0.28618628,0.24951807,0.09453858,0.17721286,0.64400846
LSI,RandomBaseline03,List of current youth hearing conservation programs,Health_50,0.24262439,0.053793967,0.1895711,0.25042176,0.2834822,0.11069054,0.14894578,0.15946048,0.22244826,0.2783248,0.238795,0.14365128,0.3696345,0.15629247,0.082827844,0.24950734,0.82793105,0.08157229,0.36313426,0.56408066,0.12802157,0.31507188,0.4550001,0.18252656,0.1472241,0.29098153,0.27503473
LSI,RandomBaseline03,Mandated choice,Health_50,0.22501723,0.07376915,0.24073811,0.3025426,0.22305131,0.17029326,0.21763322,0.39181235,0.48446703,0.48763353,0.24604882,0.18845037,0.3332162,0.31129435,0.17051305,0.32481572,0.48154604,0.20021522,0.8133005,0.48121804,0.35607234,0.34276572,0.61409837,0.32228345,0.12802276,0.31850445,0.35009155
LSI,RandomBaseline03,Mental Health Awareness Month,Health_50,0.08609697,0.029978126,0.061312802,0.11002882,0.075460106,0.06612937,0.12264024,0.17030196,0.2772788,0.21281444,0.21696416,0.08238782,0.11258194,0.11010894,0.078856766,0.1692517,0.3154908,0.08055324,0.80325514,0.09968263,0.10176188,0.16616304,0.83703953,0.059739374,0.094349936,0.2456843,0.106975436
LSI,RandomBaseline03,Mental health consumer,Health_50,0.14332052,0.039505363,0.11470501,0.18737258,0.1582235,0.113068804,0.15601376,0.45749295,0.40629816,0.2828615,0.21991651,0.10962659,0.17918189,0.15283024,0.10769069,0.24534048,0.38148496,0.07039917,0.83410585,0.1515344,0.1866223,0.23679689,0.75548244,0.100287765,0.10327859,0.2386682,0.23227277
LSI,RandomBaseline03,Moral injury,Health_50,0.3333362,0.07478021,0.21079463,0.3029359,0.18181047,0.2180036,0.24798018,0.28128457,0.46338853,0.5845902,0.45203352,0.193681,0.33187187,0.44116905,0.18105541,0.47354263,0.48628163,0.25557786,0.8105737,0.34194803,0.3924495,0.47742048,0.73274744,0.17665347,0.14252895,0.40534675,0.26238528
LSI,RandomBaseline03,Naegele obliquity,Health_50,0.27446485,0.02145679,0.113270044,0.29405636,0.06748301,0.16426867,0.12681863,0.074044295,0.13938609,0.29046023,0.22034149,0.0731341,0.24078248,0.11161205,0.06989747,0.13085514,0.17416857,0.031120703,0.86072916,0.09724968,0.13342737,0.13073108,0.24350335,0.052613124,0.040583935,0.10220705,0.19486564
LSI,RandomBaseline03,Non-specific effect of vaccines,Health_50,0.21589673,0.06510435,0.16883068,0.21722445,0.13417839,0.15195824,0.18304023,0.1827741,0.33262995,0.4283791,0.30090934,0.15473808,0.2737781,0.1882614,0.11584391,0.21232411,0.38865173,0.07458696,0.7070307,0.2793427,0.18445417,0.3071856,0.9052783,0.1264922,0.10219002,0.35686922,0.18692863
LSI,RandomBaseline03,Occupational health concerns of cannabis use,Health_50,0.25255233,0.10234583,0.18366492,0.435627,0.18784063,0.20051852,0.24096537,0.46833545,0.46096,0.48350134,0.3133051,0.19109896,0.25019327,0.34268314,0.1460847,0.24058674,0.71059465,0.1254215,0.6039478,0.29382604,0.4841259,0.39913535,0.7559293,0.19207357,0.14267385,0.42652535,0.25926805
LSI,RandomBaseline03,Online social support,Health_50,0.5122945,0.09490287,0.31421733,0.33805925,0.23436806,0.4120181,0.3840707,0.37202525,0.707798,0.61034554,0.24630253,0.20579833,0.40395868,0.40460634,0.18225382,0.24103323,0.41227478,0.22157809,0.34319988,0.39280313,0.5815494,0.43800113,0.3269519,0.1532024,0.15181649,0.28894007,0.49821937
LSI,RandomBaseline03,PAS 43,Health_50,0.2833628,0.048201725,0.22971609,0.5742472,0.5251772,0.21964657,0.19622916,0.2734425,0.22793445,0.16978645,0.11807895,0.10211682,0.5021957,0.16100454,0.0754574,0.17550701,0.3870975,0.090785295,0.2707705,0.2550754,0.43635407,0.34850022,0.48083326,0.11382278,0.08806768,0.20434657,0.4511869
LSI,RandomBaseline03,Paula method,Health_50,0.24079627,0.061993007,0.11859515,0.23372826,0.15915886,0.20990628,0.21569134,0.96879655,0.19999652,0.2402496,0.18515861,0.12067037,0.16737095,0.16583881,0.07484537,0.18338513,0.25217304,0.06707771,0.20127746,0.13406521,0.22050734,0.2910477,0.15015353,0.13614713,0.09215874,0.2244163,0.27288014
LSI,RandomBaseline03,Perineal massage,Health_50,0.23866226,0.079924114,0.12774304,0.23858212,0.11774291,0.24401836,0.19602722,0.12158665,0.27556103,0.27027637,0.8068431,0.15611744,0.22360049,0.1916979,0.2140122,0.8093783,0.29907647,0.053866744,0.8010402,0.098973215,0.16328375,0.30895138,0.4550998,0.14290312,0.10362164,0.28575873,0.1908041
LSI,RandomBaseline03,Physical disability,Health_50,0.27133134,0.13174112,0.20346653,0.2120623,0.11779365,0.16778867,0.21378917,0.12497049,0.397695,0.6080996,0.44752926,0.1752264,0.2961565,0.31675124,0.11252733,0.27881986,0.4396278,0.11987917,0.8432194,0.19138965,0.23119757,0.28795394,0.5449803,0.19934192,0.09830869,0.29943207,0.14959043
LSI,RandomBaseline03,Pregnant patients' rights,Health_50,0.17604326,0.042045996,0.11284563,0.16277431,0.079020396,0.085336305,0.13501723,0.094495505,0.27366608,0.27431113,0.7846376,0.0913881,0.12946185,0.16918755,0.19833112,0.9524188,0.31032345,0.054315254,0.6576203,0.1492062,0.15593466,0.26389486,0.35761303,0.06827322,0.08403148,0.1961143,0.099180326
LSI,RandomBaseline03,Progressive disease,Health_50,0.23532303,0.08308415,0.2379467,0.24983558,0.09282891,0.17163548,0.18873605,0.20470127,0.5052932,0.39501563,0.45761514,0.14211348,0.25825465,0.20273542,0.14558384,0.2054083,0.5190756,0.09073917,0.7285454,0.12767987,0.2482927,0.32915694,0.7285089,0.09566578,0.11134256,0.55586463,0.111808
LSI,RandomBaseline03,Self-rated health,Health_50,0.06525054,0.021475088,0.057951637,0.10916036,0.09591592,0.043628074,0.07708263,0.15459797,0.20491809,0.17850117,0.1470294,0.076389745,0.083360225,0.09307508,0.060284983,0.13955823,0.24286422,0.03718388,0.7949742,0.08364417,0.11194123,0.13834907,0.8030124,0.07155442,0.07150933,0.19443117,0.13480887
LSI,RandomBaseline03,"Sexualization, Media, and Society",Health_50,0.42157018,0.064757094,0.23522492,0.32518804,0.1565176,0.3027125,0.31756467,0.3443232,0.8489506,0.5324047,0.20108292,0.17900473,0.36074477,0.32809424,0.24523027,0.24748352,0.44074574,0.37732336,0.30357385,0.082656585,0.33387372,0.43960983,0.33871213,0.12544598,0.11006053,0.3223118,0.33740082
LSI,RandomBaseline03,Social Support Questionnaire,Health_50,0.33498424,0.094230264,0.40441573,0.3719304,0.36029762,0.27750674,0.34352097,0.28854516,0.4212442,0.58198184,0.50628287,0.24714983,0.34209108,0.41716015,0.23681833,0.6023917,0.3955921,0.18625896,0.58935666,0.55237937,0.5597118,0.42790383,0.4019417,0.28280228,0.14999121,0.30092707,0.3666675
LSI,RandomBaseline03,Subjective well-being,Health_50,0.36926478,0.092700854,0.34601942,0.33262965,0.1552122,0.20202285,0.25539213,0.24980453,0.46851927,0.56650734,0.27203664,0.20861852,0.321562,0.41001067,0.2084411,0.28494394,0.43877143,0.14544654,0.7340884,0.2402173,0.36653444,0.46216407,0.7828735,0.21697524,0.1354309,0.33523893,0.26699966
LSI,RandomBaseline03,The State of the World's Children,Health_50,0.27172977,0.0298097,0.120894946,0.20516478,0.11880416,0.16108713,0.20763648,0.15514538,0.44576186,0.28952667,0.36767104,0.11085117,0.45844987,0.17830357,0.12669836,0.2090052,0.50924385,0.24996829,0.547582,0.6915494,0.18268804,0.43827754,0.72663325,0.10604058,0.12933472,0.36528793,0.14806098
LSI,RandomBaseline03,Third-party administrator,Health_50,0.21698895,0.08228301,0.16500786,0.29589215,0.18608895,0.19311017,0.26779747,0.6464328,0.36852208,0.41401374,0.2522502,0.20378374,0.25301325,0.24758986,0.1884886,0.20231235,0.50480217,0.13661256,0.7155438,0.32357115,0.22270098,0.37301672,0.73723614,0.18200287,0.15819418,0.32552475,0.30850184
LSI,RandomBaseline03,Vaginal cuff,Health_50,0.2770569,0.08062489,0.17897384,0.3605598,0.15330625,0.22620374,0.2233497,0.31318563,0.38016236,0.39955,0.192553,0.24031505,0.20337024,0.28180596,0.13855982,0.22337398,0.45756382,0.2079992,0.7940257,0.23686478,0.31832218,0.45475534,0.7946921,0.13689613,0.097653046,0.31989676,0.30573824
